name,parkCode,state,longitude,latitude,totalSites,tentOnly,electricalHookups,showers,dumpStation,host,potableWater,firewoodForSale,reservationUrl
Sprague Creek Campground,glac,MT,-113.8854134,48.60561742,25,0,0,['None'],Yes - seasonal,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/poi/258795
Spring Canyon Campground,laro,WA,-118.9400495,47.93304083,68,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234064
Spring Canyon Group Sites,laro,WA,-118.94087,47.934625,2,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234071
Spring Creek Campground,buff,AR,-92.5844677,36.0299779,12,12,0,['None'],No,No,['No water'],No,
Spring Gap Campground,choh,,-78.71788171,39.56484434,14,0,0,['None'],No,No,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/252967
Spud Rock Spring,sagu,AZ,-110.532126,32.204179,0,0,0,[],,,[],,
Spur 406 Campground,amis,,-101.0204372,29.55055158,6,0,0,['None'],No,No,['No water'],No,
St. Mary,glac,MT,-113.4424052,48.75167903,148,7,0,['Hot - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/232492
Stafford Beach Campground,cuis,,-81.45139,30.80667,10,10,0,['Cold - Year Round'],No,No,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/253730
Stair Falls Campsite,kaww,,-68.77790468,46.0872701,1,1,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10145539
Staircase Campground,olym,WA,-123.3296681,47.51537313,49,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,
Stanton Creek Primitive Camping Area,glca,UT,-110.699117,37.498985,0,0,0,['None'],No,No,"['Water', ' but not potable']",No,
Station Camp Campground,biso,TN,-84.63521727,36.54584975,24,24,24,['Hot - Seasonal'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/10004358?q=Station%20Camp%20Campground
Steel Creek Campground,buff,AR,-93.3463189,36.0400289,40,26,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/10001451
Stevens Creek Campground,cure,,-107.0911248,38.48692338,53,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234055
Stickpile Hill Hiker-Biker Campsite,choh,MD,-78.397693,39.583599,1,1,0,['None'],No,No,['Yes - seasonal'],No,
Stone Cliff,neri,WV,-81.0638,37.933636,7,6,0,['None'],No,No,['No water'],No,
Stovepipe Wells Campground,deva,CA,-117.148116,36.60788588,190,28,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - year round,
Summit Lake North Campground,lavo,CA,-121.4249494,40.4946208,46,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234041?q=Summit%20Lake%20North
Summit Lake South Campground,lavo,CA,-121.4246483,40.49041219,49,23,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/234040
Sunset Campground,deva,CA,-116.8638185,36.45884381,230,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,
Sunset Campground,seki,CA,-118.9651803,36.73736844,158,0,0,['None'],No,No,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234752
Sunset Campground,brca,UT,-112.174839,37.62228683,100,50,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campsites/8274
Sunset View Campground,nava,AZ,-110.542428,36.67252148,0,0,0,['None'],No,No,['Yes - year round'],No,
Swains Lock Hiker-Biker Campsite,choh,MD,-77.244579,39.031002,5,5,0,['None'],No,No,['Yes - seasonal'],No,
Tamarack Flat Campground,yose,,-119.736234,37.75171753,52,52,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10083845
Tejas Wilderness Campground,gumo,,-104.8504885,31.93685975,5,5,0,['None'],No,No,['No water'],No,https://www.recreation.gov/permits/4675328
Teklanika River,dena,AK,-149.5809738,63.67049835,53,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,http://www.reservedenali.com
Temple Bar Campground (Lake Mead),lake,NV,-114.3248523,36.03031829,71,71,0,['None'],Yes - year round,Yes - seasonal,['Yes - year round'],No,
Temple Bar RV Park (Lake Mead),lake,,-114.3227928,36.03413716,0,0,0,[],,,[],,
Texas Springs Campground,deva,CA,-116.8526669,36.45889894,92,26,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,
Thayer Campground,neri,WV,-81.032211,37.902,4,4,0,['None'],No,No,['No water'],No,
The Colonies RV and Travel Park,fomr,VA,-76.298918,37.022068,47,25,22,"['Hot - Year Round', 'Free - Year Round']",Yes - year round,Yes - year round,['Yes - year round'],Yes - year round,https://v3.bookyoursite.com/colonies/reservation/
The Needles Campground,cany,UT,-109.8012163,38.14659583,29,5,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/251535
The Point Campground,chic,,-97.0198058,34.45951441,55,0,22,['Hot - Year Round'],Yes - year round,Yes - year round,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/234048
Thorndike Campground (Primitive),deva,CA,-117.072172,36.236917,6,0,0,['None'],No,No,['No water'],No,
Three Mile Campground,isro,MI,-88.52961949,48.12385213,15,4,0,['None'],No,No,"['Water', ' but not potable']",No,
Timber Creek Campground,romo,CO,-105.8527514,40.37922514,98,30,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/260552?tab=campsites
Todd Harbor Campground,isro,MI,-88.82111716,48.0508065,9,5,0,['None'],No,No,"['Water', ' but not potable']",No,
Tomales Bay Boat-in Camping,pore,CA,-122.915392,38.163318,20,20,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/233359
Tookers Island Campground,isro,MI,-88.50329335,48.12939103,2,0,0,['None'],No,No,"['Water', ' but not potable']",No,
Tower Fall Campground,yell,WY,-110.3894759,44.88954985,31,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,
Town Creek Hiker-Biker Campsite,choh,MD,-78.538643,39.524461,1,1,0,['None'],No,No,['Yes - seasonal'],No,
Trailer Village RV Park - South Rim,grca,AZ,-112.115001,36.052812,123,0,80,['Hot - Year Round'],Yes - year round,Yes - year round,['Yes - year round'],No,https://gc.synxis.com/rez.aspx?chain=398&template=respgc&shell=gccls&dest=gcnp&hotel=63275&_ga=2.214229012.246257283.1612044367-731013058.1606790486
Trappers Lake Group Backpacking Site,piro,,-86.31548882,46.58764359,1,1,0,[],,,[],,https://www.recreation.gov/camping/campgrounds/256367
Trappers Lake Individual Backpacking Sites,piro,,-86.316522,46.586517,5,5,0,['None'],No,No,"['Water', ' but not potable']",No,https://www.recreation.gov/camping/campgrounds/256367
Tuolumne Meadows Campground,yose,,-119.3536509,37.87447529,304,61,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/232448
Turkey Run Ridge Group Campground,prwi,VA,-77.37274734,38.5816014,9,9,0,['None'],No,No,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/234717
Turtle Run Hiker-Biker Campsite,choh,MD,-77.515673,39.139288,1,1,0,['None'],No,No,['Yes - seasonal'],No,
Twelvemile Beach Campground,piro,MI,-86.21583,46.6408,36,0,0,['None'],No,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/247602
Twin Peaks Campground,orpi,AZ,-112.8109417,31.94068108,208,34,0,['Free - Year Round'],Yes - year round,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/270816
Two Medicine,glac,MT,-113.3640712,48.49211497,100,0,0,['None'],Yes - seasonal,Yes - seasonal,['Yes - seasonal'],No,https://www.recreation.gov/camping/campgrounds/258799
Two Rivers Campground,ozar,MO,-91.276297,37.189929,22,5,0,"['Hot - Seasonal', 'Free - Seasonal']",No,No,['Yes - seasonal'],Yes - seasonal,https://www.recreation.gov/camping/campgrounds/234441
Tyler Bend Campground,buff,AR,-92.7595278,35.9868836,42,10,0,['Hot - Year Round'],Yes - seasonal,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/233119
Upper East Branch Campsite,kaww,ME,-68.79791,46.11382,1,1,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10145539
Upper Goodell Creek Group Campsite,noca,WA,-121.2707765,48.68327687,1,1,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/234089
Upper Lehman Campground,grba,,-114.24776,39.0136,23,0,0,['None'],No,No,['No water'],No,https://www.recreation.gov/camping/campgrounds/10101374
Upper Pines Campground,yose,CA,-119.5644112,37.73842947,235,5,0,['None'],Yes - year round,Yes - seasonal,['Yes - year round'],No,https://www.recreation.gov/camping/campgrounds/232447
